taxon_oid	NCBI Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID	GOLD Analysis Project Type	NCBI Phylum	NCBI Class	NCBI Order	NCBI Family	NCBI Genus	NCBI Species	GTDB Domain	GTDB Phylum	GTDB Class	GTDB Order	GTDB Family	GTDB Genus	GTDB Species	GOLD Analysis Project ID	GOLD Sequencing Project ID	GOLD Study ID	Is Public	Pubmed ID	Ecosystem	Ecosystem Category	Ecosystem Subtype	Ecosystem Type	Specific Ecosystem	Altitude In Meters	Depth In Meters	Latitude	Longitude	pH	Pressure	Salinity	Genome Size  * assembled	Gene Count  * assembled	Scaffold Count  * assembled	CRISPR Arrays  * assembled	CDS Count  * assembled	RNA Count  * assembled	CheckM2 Completeness	CheckM2 Contamination	Included_in_final_dataset
3300039039	*Microbiome	Permanent Draft	Nursing home wastewater effluent microbial communities near Freiburg, Germany	Downstream nursing home wastewater effluent microbial communities near Freiburg, Germany - C1756	University of Freiburg	3300039039	Metagenome Analysis	Engineered	Wastewater	Industrial wastewater	Hospital wastewater	Unclassified	Nursing home wastewater effluent microbial communities near Freiburg, Germany								Ga0135321	Gp0152855	Gs0121340	Yes		Engineered	Wastewater	Hospital wastewater	Industrial wastewater	Unclassified			48	8				112659979	210696	134604	95	208293	2403			Included
3300008065	*Microbiome	Permanent Draft	Wastewater microbial communities from the domestic sewers	Wastewater microbial communities from the domestic sewers in Singapore - Site 3	Singapore Centre on Environmental Life Sciences Engineering (SCELSE)	3300008065	Metagenome Analysis	Engineered	Wastewater	Sewage	Unclassified	Unclassified	Wastewater microbial communities from the domestic sewers								Ga0110935	Gp0131418	Gs0118187	Yes		Engineered	Wastewater	Unclassified	Sewage	Unclassified			1.3	103.8				136567795	344840	243119	35	342822	2018			Included
3300003200	*Microbiome	Permanent Draft	Freshwater sediment  microbial communities from Taif River, Saudi Arabia, that are influenced by wastewater discharge	Lotic sediment microbial communities from Taif River, Saudi Arabia - Lab simulation Sediment Column6K5-30	454 Life Sciences	3300003200	Metagenome Analysis	Engineered	Wastewater	Nutrient removal	Dissolved organics (aerobic)	Unclassified	Freshwater sediment  microbial communities from Taif River, Saudi Arabia, that are influenced by wastewater discharge								Ga0056934	Gp0102416	Gs0111359	Yes		Engineered	Wastewater	Dissolved organics (aerobic)	Nutrient removal	Unclassified		0.300000	21.342219	40.479289	6 - 8			0	0	0	0	0	0			Excluded
3300038320	*Microbiome	Permanent Draft	Activated sludge microbial communities from nutrient removal reactor in Madison, Wisconsin, USA	Activated sludge microbial communities from nutrient removal reactor in Madison, Wisconsin, USA - LS-SBR_LowDO_D671	University of Wisconsin	3300038320	Metagenome Analysis	Engineered	Wastewater	Nutrient removal	Unclassified	Unclassified	Activated sludge microbial communities from nutrient removal reactor in Madison, Wisconsin, USA								Ga0245063	Gp0283691	Gs0133135	Yes	30944872	Engineered	Wastewater	Unclassified	Nutrient removal	Unclassified			43.07	-89.4				106016776	155036	79591	148	153786	1250			Included
2020627000	*Microbiome	Permanent Draft	Wastewater viral communities from wastewater treatment facility in Singapore	Viral communities in wastewater treatment process (EF)	University of Illinois, Urbana-Champaign	2020627000	Metagenome Analysis	Engineered	Wastewater	Nutrient removal	Dissolved organics (anaerobic)	Activated sludge	Wastewater viral communities from wastewater treatment facility in Singapore								Ga0011176	Gp0051391	Gs0045482	Yes		Engineered	Wastewater	Dissolved organics (anaerobic)	Nutrient removal	Activated sludge			1.332	103.756				30035399	74114	57827	9	73921	193			Excluded
3300035448	*Microbiome	Permanent Draft	Metagenomes from oil sands tailing ponds	Wastewater microbial community from oil sands tailing pond near Ft. McMurray, Canada - 18E_1_33_6 mgh	University of Alberta	3300035448	Metagenome Analysis	Engineered	Wastewater	Industrial wastewater	Petrochemical	Unclassified	Metagenomes from oil sands tailing ponds								Ga0394086	Gp0436323	Gs0142420	Yes		Engineered	Wastewater	Petrochemical	Industrial wastewater	Unclassified			56.7292	-111.3885				43252495	54612	14640	13	53836	776			Included
3300042269	*Microbiome	Permanent Draft	Sludge and produced water microbial communities from membrane bioreactor in Denver, Colorado, USA	MBR feed microbial communities from membrane bioreactor in Denver, Colorado, USA - FD_D140	DOE Joint Genome Institute  (JGI)	3300042269	Metagenome Analysis	Engineered	Wastewater	Industrial wastewater	Mine water	Produced water	Sludge and produced water microbial communities from membrane bioreactor in Denver, Colorado, USA								Ga0451652	Gp0503480	Gs0149416	Yes		Engineered	Wastewater	Mine water	Industrial wastewater	Produced water			39.7823	-104.9101				466678408	714272	365500	595	706994	7278			Included
3300039716	*Microbiome	Permanent Draft	AMD sediment microbial communities from mine in Fankou, China	AMD sediment microbial communities from mine in Fankou, China - FK5	Magigene technology co., LTD.	3300039716	Metagenome Analysis	Engineered	Wastewater	Industrial wastewater	Acid mine drainage	Sediment	AMD sediment microbial communities from mine in Fankou, China								Ga0438459	Gp0485069	Gs0145675	Yes		Engineered	Wastewater	Acid mine drainage	Industrial wastewater	Sediment			25.116	113.632				1235840874	2150040	1237737	2160	2128096	21944			Included
3300035379	*Microbiome	Permanent Draft	Metagenomes from oil sands tailing ponds	Wastewater microbial community from oil sands tailing pond near Ft. McMurray, Canada -18E_3c_10_8 mgh	University of Alberta	3300035379	Metagenome Analysis	Engineered	Wastewater	Industrial wastewater	Petrochemical	Unclassified	Metagenomes from oil sands tailing ponds								Ga0393876	Gp0434609	Gs0142420	Yes		Engineered	Wastewater	Petrochemical	Industrial wastewater	Unclassified			56.7292	-111.3885				47491111	63808	19831	19	63032	776			Included
3300002702	*Microbiome	Permanent Draft	Hydrocarbon resource environments microbial communities from Canada and USA	Wastewater microbial communities from Syncrude, Ft. McMurray, Alberta - Biofilm from sections of failed pipe of Encana Pipeline	McGill University	3300002702	Metagenome Analysis	Engineered	Wastewater	Industrial wastewater	Petrochemical	Unclassified	Hydrocarbon resource environments microbial communities from Canada and USA								Ga0024845	Gp0091716	Gs0047444	Yes	23889694	Engineered	Wastewater	Petrochemical	Industrial wastewater	Unclassified			55.07	-110.53				289715476	624167	478667	275	619401	4766			Included
3300003192	*Microbiome	Permanent Draft	Freshwater sediment  microbial communities from Taif River, Saudi Arabia, that are influenced by wastewater discharge	Lotic sediment microbial communities from Taif River, Saudi Arabia - Lab simulation Sediment Column1K3-90	454 Life Sciences	3300003192	Metagenome Analysis	Engineered	Wastewater	Nutrient removal	Dissolved organics (aerobic)	Unclassified	Freshwater sediment  microbial communities from Taif River, Saudi Arabia, that are influenced by wastewater discharge								Ga0056925	Gp0102406	Gs0111359	Yes		Engineered	Wastewater	Dissolved organics (aerobic)	Nutrient removal	Unclassified		0.900000	21.342509	40.478759	6 - 8			0	0	0	0	0	0			Excluded
3300035641	*Microbiome	Permanent Draft	Metagenomes from oil sands tailing ponds	Wastewater microbial community from oil sands tailing pond near Ft. McMurray, Canada - 18A_1a_4_8 mgh	University of Alberta	3300035641	Metagenome Analysis	Engineered	Wastewater	Industrial wastewater	Petrochemical	Unclassified	Metagenomes from oil sands tailing ponds								Ga0394090	Gp0436326	Gs0142420	Yes		Engineered	Wastewater	Petrochemical	Industrial wastewater	Unclassified			56.7292	-111.3885				70094126	90803	26090	21	89637	1166			Included
3300001663	*Microbiome	Permanent Draft	Wastewater treatment plant microbial communities from Luxembourg	S3nonrrna		3300001663	Metagenome Analysis	Engineered	Wastewater	Industrial wastewater	Unclassified	Unclassified	Wastewater treatment plant microbial communities from Luxembourg								Ga0012541	Gp0056570	Gs0095583	Yes		Engineered	Wastewater	Unclassified	Industrial wastewater	Unclassified			49.514167	6.017925	7.29			5808448	21981	20968	7	20544	1437			Excluded
3300033121	*Microbiome	Finished	Gwangju Wastewater Treatment Plant Virome, South Korea	Activated sludge viral community from Gwangju wastewater treatment plant, Gwangju, South Korea - GWWTP-sludge v.1	Macrogen	3300033121	Metagenome Analysis	Engineered	Wastewater	Activated Sludge	Unclassified	Unclassified	Gwangju Wastewater Treatment Plant Virome, South Korea								Ga0364571	Gp0389345	Gs0141017	Yes		Engineered	Wastewater	Unclassified	Activated Sludge	Unclassified			35.088441	126.793113				61625924	89351	2503	21	87389	1962			Included
3300003246	*Microbiome	Permanent Draft	Freshwater sediment  microbial communities from Taif River, Saudi Arabia, that are influenced by wastewater discharge	Lotic sediment microbial communities from Taif River, Saudi Arabia - Lab simulation Sediment ColumnT-10K4-90	454 Life Sciences	3300003246	Metatranscriptome Analysis	Engineered	Wastewater	Nutrient removal	Dissolved organics (aerobic)	Unclassified	Freshwater sediment  microbial communities from Taif River, Saudi Arabia, that are influenced by wastewater discharge								Ga0057486	Gp0102433	Gs0111359	Yes		Engineered	Wastewater	Dissolved organics (aerobic)	Nutrient removal	Unclassified		0.900000	21.342219	40.479289	6 - 8			0	0	0	0	0	0			Excluded
3300042270	*Microbiome	Permanent Draft	Sludge and produced water microbial communities from membrane bioreactor in Denver, Colorado, USA	MBR feed microbial communities from membrane bioreactor in Denver, Colorado, USA - FD_D168	DOE Joint Genome Institute  (JGI)	3300042270	Metagenome Analysis	Engineered	Wastewater	Industrial wastewater	Mine water	Produced water	Sludge and produced water microbial communities from membrane bioreactor in Denver, Colorado, USA								Ga0451653	Gp0503481	Gs0149416	Yes		Engineered	Wastewater	Mine water	Industrial wastewater	Produced water			39.7823	-104.9101				637991951	946417	458693	939	936821	9596			Included
3300013833	*Microbiome	Permanent Draft	Sewage treatment plant microbial communities from Vermont, USA	Sewage treatment plant microbial communities from Vermont, USA - CLO_W	Norwich University	3300013833	Metagenome Analysis	Engineered	Wastewater	Industrial wastewater	Unclassified	Unclassified	Sewage treatment plant microbial communities from Vermont, USA								Ga0119880	Gp0137222	Gs0116849	Yes	27610223	Engineered	Wastewater	Unclassified	Industrial wastewater	Unclassified			43.727094	-72.425964				395172049	872086	632559	365	868461	3625			Included
3300031485	*Microbiome	Finished	Hydraulic fracturing wastewater bacterial and archaeal communities from a shale gas play in Sichuan Basin, China	Hydraulic fracturing wastewater microbial communities from a shale gas play in Sichuan Basin, China - A2	Beijing Novogene Bioinformatics Technology Co., Ltd	3300031485	Metagenome Analysis	Engineered	Wastewater	Industrial wastewater	Unclassified	Unclassified	Hydraulic fracturing wastewater bacterial and archaeal communities from a shale gas play in Sichuan Basin, China								Ga0325302	Gp0346074	Gs0135899	Yes		Engineered	Wastewater	Unclassified	Industrial wastewater	Unclassified			29.22	104.16				200399001	307564	149954	330	304209	3355			Included
3300037390	*Microbiome	Permanent Draft	Metagenomes from oil sands tailing ponds	Wastewater microbial community from oil sands tailing pond near Ft. McMurray, Canada - 18B_1_15_7 mgh	University of Alberta	3300037390	Metagenome Analysis	Engineered	Wastewater	Industrial wastewater	Petrochemical	Unclassified	Metagenomes from oil sands tailing ponds								Ga0394227	Gp0436355	Gs0142420	Yes		Engineered	Wastewater	Petrochemical	Industrial wastewater	Unclassified			56.7292	-111.3885				40041251	52451	14995	7	51840	611			Included
3300009122	*Microbiome	Permanent Draft	Syntrophic microbial communities from biogas reactors in Seattle, WA	Syntrophic microbial communities from biogas reactors in Seattle, WA - R1.C13.But.B IBDA	Molecular Research LP (MR DNA)	3300009122	Metagenome Analysis	Engineered	Wastewater	Anaerobic digestor	Unclassified	Unclassified	Syntrophic microbial communities from biogas reactors in Seattle, WA								Ga0118674	Gp0138606	Gs0118660	Yes		Engineered	Wastewater	Unclassified	Anaerobic digestor	Unclassified			47.652555	-122.304991				237251978	371089	217540	320	368487	2602			Included
3300000558	*Microbiome	Permanent Draft	Hydrocarbon resource environments microbial communities from Canada and USA	Wastewater microbial communities from Syncrude, Ft. McMurray, Alberta - West In Pit SyncrudeMLSB2011	McGill University	3300000558	Metagenome Analysis	Engineered	Wastewater	Industrial wastewater	Petrochemical	Unclassified	Hydrocarbon resource environments microbial communities from Canada and USA								Ga0010867	Gp0053789	Gs0047444	Yes	23889694	Engineered	Wastewater	Petrochemical	Industrial wastewater	Unclassified			57.02	-111.55				1148076561	3021632	2098465	2252	3000082	21550			Included
3300008067	*Microbiome	Permanent Draft	Wastewater microbial communities from the hospital sewers	Wastewater microbial communities from the hospital sewers in Singapore - Hospital 5	Singapore Centre on Environmental Life Sciences Engineering (SCELSE)	3300008067	Metagenome Analysis	Engineered	Wastewater	Industrial wastewater	Hospital wastewater	Unclassified	Wastewater microbial communities from the hospital sewers								Ga0110941	Gp0131412	Gs0118183	Yes		Engineered	Wastewater	Hospital wastewater	Industrial wastewater	Unclassified			1.3	103.8				156450033	349143	254979	67	347441	1702			Included
3300042286	*Microbiome	Permanent Draft	Sludge and produced water microbial communities from membrane bioreactor in Denver, Colorado, USA	MBR feed microbial communities from membrane bioreactor in Denver, Colorado, USA - FD_D326	DOE Joint Genome Institute  (JGI)	3300042286	Metagenome Analysis	Engineered	Wastewater	Industrial wastewater	Mine water	Produced water	Sludge and produced water microbial communities from membrane bioreactor in Denver, Colorado, USA								Ga0451669	Gp0503497	Gs0149416	Yes		Engineered	Wastewater	Mine water	Industrial wastewater	Produced water			39.7823	-104.9101				458709311	742600	398488	707	735026	7574			Included
3300035557	*Microbiome	Permanent Draft	Metagenomes from oil sands tailing ponds	Wastewater microbial community from oil sands tailing pond near Ft. McMurray, Canada - 18E_1_12_6 mgh	University of Alberta	3300035557	Metagenome Analysis	Engineered	Wastewater	Industrial wastewater	Petrochemical	Unclassified	Metagenomes from oil sands tailing ponds								Ga0394029	Gp0436202	Gs0142420	Yes		Engineered	Wastewater	Petrochemical	Industrial wastewater	Unclassified			56.7292	-111.3885				74523637	98096	30037	32	96947	1149			Included
2236876024	*Microbiome	Permanent Draft	Hydrocarbon resource environments microbial communities from Canada and USA	Wastewater microbial communities from Syncrude, Ft. McMurray, Alberta - Methanotrophs enriched from Methane stable-isotope-probing experiment	McGill University	2236876024	Metagenome Analysis	Engineered	Wastewater	Industrial wastewater	Petrochemical	Unclassified	Hydrocarbon resource environments microbial communities from Canada and USA								Ga0010794	Gp0053980	Gs0047444	Yes		Engineered	Wastewater	Petrochemical	Industrial wastewater	Unclassified		0.000000 to 0.100000	56.698568	-111.340799	8.7			34476502	78432	67732	404	77986	446			Included
3300029942	*Microbiome	Permanent Draft	Sewage microbial communities from wastewater treatment plant in Sweden	Biosolids microbial communities from sewage treatment plant in Sweden - SWESTP8 - Uppsala-digested 109	University of Gothenburg	3300029942	Metagenome Analysis	Engineered	Wastewater	Industrial wastewater	Unclassified	Unclassified	Sewage microbial communities from wastewater treatment plant in Sweden								Ga0168096	Gp0192484	Gs0127417	Yes		Engineered	Wastewater	Unclassified	Industrial wastewater	Unclassified			59.844519	17.659844				211393340	352836	199429	386	349170	3666			Included
3300023195	*Microbiome	Permanent Draft	Enriched microbial communities from petrochemical wastewater in Fort McMurray, Alberta, Canada	Enriched microbial communities from petrochemical wastewater in Fort McMurray, Alberta, Canada - HHC_17	University of Calgary	3300023195	Metagenome - Cell Enrichment	Engineered	Wastewater	Industrial wastewater	Petrochemical	Unclassified	Enriched microbial communities from petrochemical wastewater in Fort McMurray, Alberta, Canada								Ga0255986	Gp0294276	Gs0133509	Yes		Engineered	Wastewater	Petrochemical	Industrial wastewater	Unclassified			57.01116	-111.6				111677432	194566	109183	156	193170	1396			Excluded
3300035637	*Microbiome	Permanent Draft	Metagenomes from oil sands tailing ponds	Wastewater microbial community from oil sands tailing pond near Ft. McMurray, Canada - 18E_1_13_6 mgh	University of Alberta	3300035637	Metagenome Analysis	Engineered	Wastewater	Industrial wastewater	Petrochemical	Unclassified	Metagenomes from oil sands tailing ponds								Ga0394078	Gp0436315	Gs0142420	Yes		Engineered	Wastewater	Petrochemical	Industrial wastewater	Unclassified			56.7292	-111.3885				89877695	113238	30949	29	111788	1450			Included
3300005680	*Microbiome	Permanent Draft	Enhanced biological phosphorus removal bioreactor microbial communities from the University of Queensland, Australia	Enhanced biological phosphorus removal bioreactor viral communities from the University of Queensland, Australia - SBR4-V91412 Phage Sequencing	University of Queensland	3300005680	Metagenome Analysis	Engineered	Wastewater	Nutrient removal	Biological phosphorus removal	Bioreactor	Enhanced biological phosphorus removal bioreactor microbial communities from the University of Queensland, Australia								Ga0074429	Gp0115864	Gs0111422	Yes		Engineered	Wastewater	Biological phosphorus removal	Nutrient removal	Bioreactor			-27.49999	153.012098				86653897	183913	118108	23	182437	1476			Included
3300042268	*Microbiome	Permanent Draft	Sludge and produced water microbial communities from membrane bioreactor in Denver, Colorado, USA	MBR feed microbial communities from membrane bioreactor in Denver, Colorado, USA - FD_D118	DOE Joint Genome Institute  (JGI)	3300042268	Metagenome Analysis	Engineered	Wastewater	Industrial wastewater	Mine water	Produced water	Sludge and produced water microbial communities from membrane bioreactor in Denver, Colorado, USA								Ga0451651	Gp0503479	Gs0149416	Yes		Engineered	Wastewater	Mine water	Industrial wastewater	Produced water			39.7823	-104.9101				634456810	984674	525492	818	975315	9359			Included
3300029255	*Microbiome	Permanent Draft	Sewage microbial communities from wastewater treatment plant in Sweden	Biosolids microbial communities from sewage treatment plant in Sweden - SWESTP9 - Uppsala-digested 110	University of Gothenburg	3300029255	Metagenome Analysis	Engineered	Wastewater	Industrial wastewater	Unclassified	Unclassified	Sewage microbial communities from wastewater treatment plant in Sweden								Ga0168097	Gp0192485	Gs0127417	Yes		Engineered	Wastewater	Unclassified	Industrial wastewater	Unclassified			59.844519	17.659844				222472952	387935	228643	435	383982	3953			Included
3300038572	*Microbiome	Permanent Draft	Sewage microbial communities from wastewater treatment plant in Copenhagen, Denmark	Sewage microbial communities from wastewater treatment plant in Copenhagen, Denmark - 1539-PRJ1066-RD-Sewage-93_S6_L001	Technical University of Denmark	3300038572	Metagenome Analysis	Engineered	Wastewater	Sewage	Unclassified	Unclassified	Sewage microbial communities from wastewater treatment plant in Copenhagen, Denmark								Ga0168599	Gp0192864	Gs0127420	Yes		Engineered	Wastewater	Unclassified	Sewage	Unclassified			55.640494	12.5058209				22448093	49284	36684	9	48496	788			Included
3300002697	*Microbiome	Permanent Draft	Hydrocarbon resource environments microbial communities from Canada and USA	Wastewater microbial communities from Syncrude, Ft. McMurray, Alberta - Biofilm from sections of failed pipe of Encana Pipeline	McGill University	3300002697	Metagenome Analysis	Engineered	Wastewater	Industrial wastewater	Petrochemical	Unclassified	Hydrocarbon resource environments microbial communities from Canada and USA								Ga0024846	Gp0091716	Gs0047444	Yes	23889694	Engineered	Wastewater	Petrochemical	Industrial wastewater	Unclassified			55.07	-110.53				0	0	0	0	0	0			Excluded
3300038521	*Microbiome	Permanent Draft	Organic and conventional farm associated microbial communities from Canada and USA	Wastewater microbial communities from conventional feedlot in Alberta, Canada - WW123	Colorado State University	3300038521	Metagenome Analysis	Engineered	Wastewater	Industrial wastewater	Unclassified	Unclassified	Organic and conventional farm associated microbial communities from Canada and USA								Ga0245668	Gp0287560	Gs0133288	Yes		Engineered	Wastewater	Unclassified	Industrial wastewater	Unclassified			50.34	-113.77				173508760	321545	217537	204	318554	2991			Included
3300002454	*Microbiome	Permanent Draft	Hydrocarbon resource environments microbial communities from Canada and USA	Tailings pond microbial communities from Northern Alberta - Syncrude Mildred Lake Settling Basin	McGill University	3300002454	Metagenome Analysis	Engineered	Wastewater	Industrial wastewater	Petrochemical	Unclassified	Hydrocarbon resource environments microbial communities from Canada and USA								Ga0011566	Gp0054484	Gs0047444	Yes	23889694	Engineered	Wastewater	Petrochemical	Industrial wastewater	Unclassified		0.000000 to 0.100000	57.01116	-111.6	8.69			0	0	0	0	0	0			Excluded
3300030449	*Microbiome	Permanent Draft	Sewage microbial communities from wastewater treatment plant in Sweden	Biosolids microbial communities from sewage treatment plant in Sweden - SWESTP27 - Henriksdal-digested 139	University of Gothenburg	3300030449	Metagenome Analysis	Engineered	Wastewater	Industrial wastewater	Unclassified	Unclassified	Sewage microbial communities from wastewater treatment plant in Sweden								Ga0169475	Gp0192496	Gs0127417	Yes		Engineered	Wastewater	Unclassified	Industrial wastewater	Unclassified			59.310676	18.108437				237854487	406379	233288	335	402552	3827			Included
3300005676	*Microbiome	Permanent Draft	Enhanced biological phosphorus removal bioreactor microbial communities from the University of Queensland, Australia	Enhanced biological phosphorus removal bioreactor viral communities from the University of Queensland, Australia - SBR4-V90903 Phage Sequencing	University of Queensland	3300005676	Metagenome Analysis	Engineered	Wastewater	Nutrient removal	Biological phosphorus removal	Bioreactor	Enhanced biological phosphorus removal bioreactor microbial communities from the University of Queensland, Australia								Ga0074425	Gp0115860	Gs0111422	Yes		Engineered	Wastewater	Biological phosphorus removal	Nutrient removal	Bioreactor			-27.49999	153.012098				23262446	49300	26392	7	48642	658			Included
3300041921	*Microbiome	Draft	Our Land and Water New Zealand Innovative Agricultural Microbiomes	Effluent pond microbial community from a dairy farm Lincoln, Canterbury, New Zealand - EFF17_1 MetaG	AgResearch, New Zealand, Mosgeil	3300041921	Metagenome Analysis	Engineered	Wastewater	Industrial wastewater	Agricultural wastewater	Unclassified	Our Land and Water New Zealand Innovative Agricultural Microbiomes								Ga0452107	Gp0503879	Gs0149386	Yes		Engineered	Wastewater	Agricultural wastewater	Industrial wastewater	Unclassified			-43.648506	172.343549				304113285	578167	518977	204	576239	1928			Included
3300010945	*Microbiome	Permanent Draft	Wastewater viral communities and vesicles from water purifying plant in Alicante,Spain	Wastewater viral communities and vesicles from water purifying plant in Alicante,Spain - replicate C2	Autonomous University of Barcelona	3300010945	Metagenome Analysis	Engineered	Wastewater	Industrial wastewater	Unclassified	Unclassified	Wastewater viral communities and vesicles from water purifying plant in Alicante,Spain								Ga0139174	Gp0157200	Gs0121583	Yes		Engineered	Wastewater	Unclassified	Industrial wastewater	Unclassified			38.34	-0.48				61885252	138560	72058	21	138041	519			Included
3300003250	*Microbiome	Permanent Draft	Freshwater sediment  microbial communities from Taif River, Saudi Arabia, that are influenced by wastewater discharge	Lotic sediment microbial communities from Taif River, Saudi Arabia - Lab simulation Sediment ColumnT-4K6-0	454 Life Sciences	3300003250	Metatranscriptome Analysis	Engineered	Wastewater	Nutrient removal	Dissolved organics (aerobic)	Unclassified	Freshwater sediment  microbial communities from Taif River, Saudi Arabia, that are influenced by wastewater discharge								Ga0057491	Gp0102426	Gs0111359	Yes		Engineered	Wastewater	Dissolved organics (aerobic)	Nutrient removal	Unclassified		0.000000 to 0.010000	21.342219	40.479289	6 - 8			0	0	0	0	0	0			Excluded
3300035336	*Microbiome	Permanent Draft	Metagenomes from oil sands tailing ponds	Wastewater microbial community from oil sands tailing pond near Ft. McMurray, Canada -18E_3b_14_7 mgh	University of Alberta	3300035336	Metagenome Analysis	Engineered	Wastewater	Industrial wastewater	Petrochemical	Unclassified	Metagenomes from oil sands tailing ponds								Ga0393874	Gp0434607	Gs0142420	Yes		Engineered	Wastewater	Petrochemical	Industrial wastewater	Unclassified			56.7292	-111.3885				59277227	77433	24992	11	76646	787			Included
3300035378	*Microbiome	Permanent Draft	Metagenomes from oil sands tailing ponds	Wastewater microbial community from oil sands tailing pond near Ft. McMurray, Canada -18E_3b_20_7 mgh	University of Alberta	3300035378	Metagenome Analysis	Engineered	Wastewater	Industrial wastewater	Petrochemical	Unclassified	Metagenomes from oil sands tailing ponds								Ga0393875	Gp0434608	Gs0142420	Yes		Engineered	Wastewater	Petrochemical	Industrial wastewater	Unclassified			56.7292	-111.3885				69590355	86750	25658	22	85766	984			Included
3300014059	*Microbiome	Permanent Draft	Activated sludge microbial communities from Shanghai, China	Activated sludge microbial communities from Shanghai, China - membrane bioreactor - Membrane foulants	Tongji University	3300014059	Metagenome Analysis	Engineered	Wastewater	Activated Sludge	Unclassified	Unclassified	Activated sludge microbial communities from Shanghai, China								Ga0119868	Gp0137207	Gs0118577	Yes		Engineered	Wastewater	Unclassified	Activated Sludge	Unclassified			31.3	121.5				518486530	1281145	941784	217	1273338	7807			Included
3300055057	*Microbiome	Permanent Draft	Acid mine drainage microbial communities from coal mines in Pennsylvania and Ohio, United States	Metatranscriptome of lab enriched acid mine drainage microbial communities from Akron, Ohio, USA - PML1_0D (Metagenome Metatranscriptome)	DOE Joint Genome Institute  (JGI)	3300055057	Metatranscriptome Analysis	Engineered	Wastewater	Industrial wastewater	Acid mine drainage	Unclassified	Acid mine drainage microbial communities from coal mines in Pennsylvania and Ohio, United States								Ga0506622	Gp0595000	Gs0145645	Yes		Engineered	Wastewater	Acid mine drainage	Industrial wastewater	Unclassified			41.0775	-81.5114				8992030	16641	13061	6	15982	659			Included
3300038524	*Microbiome	Permanent Draft	Organic and conventional farm associated microbial communities from Canada and USA	Wastewater microbial communities from natural feedlot in Alberta, Canada - WW94	Colorado State University	3300038524	Metagenome Analysis	Engineered	Wastewater	Industrial wastewater	Unclassified	Unclassified	Organic and conventional farm associated microbial communities from Canada and USA								Ga0245704	Gp0287595	Gs0133288	Yes		Engineered	Wastewater	Unclassified	Industrial wastewater	Unclassified			53.5	-112.06				222795448	423220	283516	210	419291	3929			Included
3300000487	*Microbiome	Permanent Draft	Hydrocarbon resource environments microbial communities from Canada and USA	Wastewater microbial communities from Syncrude, Ft. McMurray, Alberta - Microbes in water sample from Medicine Hat oil field -PW_MHGC_2012April2:	McGill University	3300000487	Metagenome Analysis	Engineered	Wastewater	Industrial wastewater	Petrochemical	Unclassified	Hydrocarbon resource environments microbial communities from Canada and USA								Ga0011550	Gp0054589	Gs0047444	Yes	23889694	Engineered	Wastewater	Petrochemical	Industrial wastewater	Unclassified		800.000000	50.033333	-110.666667	7.2			9984288	18732	9532	1	18496	236			Excluded
3300035488	*Microbiome	Permanent Draft	Metagenomes from oil sands tailing ponds	Wastewater microbial community from oil sands tailing pond near Ft. McMurray, Canada - 18E_1_10_6 mgh	University of Alberta	3300035488	Metagenome Analysis	Engineered	Wastewater	Industrial wastewater	Petrochemical	Unclassified	Metagenomes from oil sands tailing ponds								Ga0394027	Gp0436200	Gs0142420	Yes		Engineered	Wastewater	Petrochemical	Industrial wastewater	Unclassified			56.7292	-111.3885				67021452	86987	25953	28	86005	982			Included
3300013793	*Microbiome	Permanent Draft	Wastewater microbial communities from municipal sewage treatment plants in Nanjing, China	Wastewater microbial communities from municipal sewage treatment plant in Nanjing, China - WX_AS_meta	Nanjing University	3300013793	Metagenome Analysis	Engineered	Wastewater	Industrial wastewater	Unclassified	Unclassified	Wastewater microbial communities from municipal sewage treatment plants in Nanjing, China								Ga0119894	Gp0137236	Gs0118583	Yes		Engineered	Wastewater	Unclassified	Industrial wastewater	Unclassified								83325715	224566	174308	14	223774	792			Included
3300039168	*Microbiome	Permanent Draft	Organic and conventional farm associated microbial communities from Canada and USA	Wastewater microbial communities from natural feedlot in Alberta, Canada - WW91	Colorado State University	3300039168	Metagenome Analysis	Engineered	Wastewater	Industrial wastewater	Unclassified	Unclassified	Organic and conventional farm associated microbial communities from Canada and USA								Ga0245701	Gp0287592	Gs0133288	Yes		Engineered	Wastewater	Unclassified	Industrial wastewater	Unclassified			53.5	-112.06				123791852	236981	160882	106	234797	2184			Included
3300035635	*Microbiome	Permanent Draft	Metagenomes from oil sands tailing ponds	Wastewater microbial community from oil sands tailing pond near Ft. McMurray, Canada - 18E_1_8_6 mgh	University of Alberta	3300035635	Metagenome Analysis	Engineered	Wastewater	Industrial wastewater	Petrochemical	Unclassified	Metagenomes from oil sands tailing ponds								Ga0394025	Gp0436198	Gs0142420	Yes		Engineered	Wastewater	Petrochemical	Industrial wastewater	Unclassified			56.7292	-111.3885				51572336	70287	23366	15	69466	821			Included
